<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;06.12.2018;12:23:00;112850;112880;112770;112850;597
SPFB.RTS-12.18;1;06.12.2018;12:24:00;112850;112850;112750;112840;903
SPFB.RTS-12.18;1;06.12.2018;12:25:00;112850;112880;112800;112850;357
SPFB.RTS-12.18;1;06.12.2018;12:26:00;112850;112900;112790;112880;828
SPFB.RTS-12.18;1;06.12.2018;12:27:00;112890;112910;112850;112890;500
SPFB.RTS-12.18;1;06.12.2018;12:28:00;112910;112940;112840;112880;515
SPFB.RTS-12.18;1;06.12.2018;12:29:00;112870;112920;112870;112910;178
SPFB.RTS-12.18;1;06.12.2018;12:30:00;112910;112950;112870;112950;757
SPFB.RTS-12.18;1;06.12.2018;12:31:00;112940;112950;112900;112910;426
SPFB.RTS-12.18;1;06.12.2018;12:32:00;112910;112960;112910;112930;404
SPFB.RTS-12.18;1;06.12.2018;12:33:00;112920;112950;112920;112940;296
SPFB.RTS-12.18;1;06.12.2018;12:34:00;112940;113020;112910;113000;1306
SPFB.RTS-12.18;1;06.12.2018;12:35:00;113000;113140;113000;113100;2929
SPFB.RTS-12.18;1;06.12.2018;12:36:00;113100;113110;112970;113000;907
SPFB.RTS-12.18;1;06.12.2018;12:37:00;112990;113050;112990;113050;339
SPFB.RTS-12.18;1;06.12.2018;12:38:00;113050;113110;113020;113050;752
SPFB.RTS-12.18;1;06.12.2018;12:39:00;113060;113060;112940;112950;750
SPFB.RTS-12.18;1;06.12.2018;12:40:00;112960;112970;112900;112910;537
SPFB.RTS-12.18;1;06.12.2018;12:41:00;112910;112980;112900;112950;309
SPFB.RTS-12.18;1;06.12.2018;12:42:00;112930;112930;112820;112900;900
SPFB.RTS-12.18;1;06.12.2018;12:43:00;112890;112920;112840;112840;431
SPFB.RTS-12.18;1;06.12.2018;12:44:00;112840;112890;112810;112880;557
SPFB.RTS-12.18;1;06.12.2018;12:45:00;112880;112890;112790;112790;642
SPFB.RTS-12.18;1;06.12.2018;12:46:00;112790;112830;112650;112820;3868
SPFB.RTS-12.18;1;06.12.2018;12:47:00;112820;112880;112720;112760;1128
SPFB.RTS-12.18;1;06.12.2018;12:48:00;112750;112750;112660;112660;674
SPFB.RTS-12.18;1;06.12.2018;12:49:00;112660;112680;112570;112600;2014
SPFB.RTS-12.18;1;06.12.2018;12:50:00;112580;112590;112400;112400;3384
SPFB.RTS-12.18;1;06.12.2018;12:51:00;112400;112580;112400;112570;2245
SPFB.RTS-12.18;1;06.12.2018;12:52:00;112550;112570;112460;112510;794
SPFB.RTS-12.18;1;06.12.2018;12:53:00;112500;112520;112430;112450;756
SPFB.RTS-12.18;1;06.12.2018;12:54:00;112460;112460;112280;112300;2154
SPFB.RTS-12.18;1;06.12.2018;12:55:00;112290;112380;112270;112320;1484
SPFB.RTS-12.18;1;06.12.2018;12:56:00;112300;112310;112210;112250;1718
SPFB.RTS-12.18;1;06.12.2018;12:57:00;112240;112250;112110;112130;3219
SPFB.RTS-12.18;1;06.12.2018;12:58:00;112140;112190;112110;112180;769
SPFB.RTS-12.18;1;06.12.2018;12:59:00;112180;112190;112120;112180;797
SPFB.RTS-12.18;1;06.12.2018;13:00:00;112170;112240;112160;112210;1166
SPFB.RTS-12.18;1;06.12.2018;13:01:00;112200;112200;112120;112130;1105
SPFB.RTS-12.18;1;06.12.2018;13:02:00;112130;112190;112120;112150;1010
SPFB.RTS-12.18;1;06.12.2018;13:03:00;112160;112170;112070;112080;1334
SPFB.RTS-12.18;1;06.12.2018;13:04:00;112080;112090;112020;112050;1849
SPFB.RTS-12.18;1;06.12.2018;13:05:00;112050;112130;112040;112130;1054
SPFB.RTS-12.18;1;06.12.2018;13:06:00;112120;112260;112090;112250;1953
SPFB.RTS-12.18;1;06.12.2018;13:07:00;112250;112300;112210;112300;1504
SPFB.RTS-12.18;1;06.12.2018;13:08:00;112280;112380;112270;112380;1623
SPFB.RTS-12.18;1;06.12.2018;13:09:00;112380;112400;112330;112360;895
SPFB.RTS-12.18;1;06.12.2018;13:10:00;112360;112400;112330;112390;407
SPFB.RTS-12.18;1;06.12.2018;13:11:00;112390;112390;112270;112370;1489
SPFB.RTS-12.18;1;06.12.2018;13:12:00;112360;112370;112260;112330;621
SPFB.RTS-12.18;1;06.12.2018;13:13:00;112330;112370;112230;112270;611
SPFB.RTS-12.18;1;06.12.2018;13:14:00;112280;112310;112180;112250;589
SPFB.RTS-12.18;1;06.12.2018;13:15:00;112270;112290;112240;112270;298
SPFB.RTS-12.18;1;06.12.2018;13:16:00;112260;112290;112170;112210;632
SPFB.RTS-12.18;1;06.12.2018;13:17:00;112200;112260;112180;112210;361
SPFB.RTS-12.18;1;06.12.2018;13:18:00;112210;112260;112170;112210;596
SPFB.RTS-12.18;1;06.12.2018;13:19:00;112220;112260;112140;112160;531
SPFB.RTS-12.18;1;06.12.2018;13:20:00;112160;112230;112150;112180;503
SPFB.RTS-12.18;1;06.12.2018;13:21:00;112180;112190;112130;112160;530
SPFB.RTS-12.18;1;06.12.2018;13:22:00;112150;112190;112100;112170;482
SPFB.RTS-12.18;1;06.12.2018;13:23:00;112160;112190;112150;112170;212
SPFB.RTS-12.18;1;06.12.2018;13:24:00;112170;112180;112110;112150;355
SPFB.RTS-12.18;1;06.12.2018;13:25:00;112150;112170;112130;112130;484
SPFB.RTS-12.18;1;06.12.2018;13:26:00;112130;112150;112080;112130;1549
SPFB.RTS-12.18;1;06.12.2018;13:27:00;112140;112160;112050;112080;1199
SPFB.RTS-12.18;1;06.12.2018;13:28:00;112080;112120;112020;112070;1881
SPFB.RTS-12.18;1;06.12.2018;13:29:00;112070;112100;112010;112020;999
SPFB.RTS-12.18;1;06.12.2018;13:30:00;112030;112070;112020;112050;377
SPFB.RTS-12.18;1;06.12.2018;13:31:00;112040;112050;111800;111810;4410
SPFB.RTS-12.18;1;06.12.2018;13:32:00;111810;111900;111790;111880;1329
SPFB.RTS-12.18;1;06.12.2018;13:33:00;111870;111970;111870;111960;965
SPFB.RTS-12.18;1;06.12.2018;13:34:00;111950;111960;111800;111930;1890
SPFB.RTS-12.18;1;06.12.2018;13:35:00;111930;111960;111820;111900;1006
SPFB.RTS-12.18;1;06.12.2018;13:36:00;111880;112120;111870;112070;1793
SPFB.RTS-12.18;1;06.12.2018;13:37:00;112070;112080;112010;112060;600
SPFB.RTS-12.18;1;06.12.2018;13:38:00;112060;112100;112030;112090;679
SPFB.RTS-12.18;1;06.12.2018;13:39:00;112100;112210;112080;112190;1562
SPFB.RTS-12.18;1;06.12.2018;13:40:00;112200;112240;112140;112190;955
SPFB.RTS-12.18;1;06.12.2018;13:41:00;112170;112210;112130;112180;779
SPFB.RTS-12.18;1;06.12.2018;13:42:00;112180;112180;112110;112180;720
SPFB.RTS-12.18;1;06.12.2018;13:43:00;112170;112190;112100;112120;454
SPFB.RTS-12.18;1;06.12.2018;13:44:00;112120;112170;112110;112150;333
SPFB.RTS-12.18;1;06.12.2018;13:45:00;112130;112170;112080;112130;702
SPFB.RTS-12.18;1;06.12.2018;13:46:00;112130;112130;111960;112030;1011
SPFB.RTS-12.18;1;06.12.2018;13:47:00;112030;112130;112020;112110;781
SPFB.RTS-12.18;1;06.12.2018;13:48:00;112120;112230;112090;112200;689
SPFB.RTS-12.18;1;06.12.2018;13:49:00;112210;112310;112180;112210;1092
SPFB.RTS-12.18;1;06.12.2018;13:50:00;112210;112260;112100;112140;569
SPFB.RTS-12.18;1;06.12.2018;13:51:00;112130;112180;112080;112160;375
SPFB.RTS-12.18;1;06.12.2018;13:52:00;112180;112250;112160;112230;383
SPFB.RTS-12.18;1;06.12.2018;13:53:00;112240;112260;112200;112220;470
SPFB.RTS-12.18;1;06.12.2018;13:54:00;112200;112220;112170;112200;370
SPFB.RTS-12.18;1;06.12.2018;13:55:00;112200;112220;112140;112210;311
SPFB.RTS-12.18;1;06.12.2018;13:56:00;112220;112270;112200;112270;475
SPFB.RTS-12.18;1;06.12.2018;13:57:00;112250;112370;112250;112340;1318
SPFB.RTS-12.18;1;06.12.2018;13:58:00;112340;112340;112210;112210;348
SPFB.RTS-12.18;1;06.12.2018;13:59:00;112220;112270;112190;112260;287
SPFB.RTS-12.18;1;06.12.2018;14:00:00;112270;112290;112230;112280;300
SPFB.RTS-12.18;1;06.12.2018;14:06:00;112290;112380;112200;112360;1723
SPFB.RTS-12.18;1;06.12.2018;14:07:00;112350;112450;112330;112440;1301
SPFB.RTS-12.18;1;06.12.2018;14:08:00;112420;112460;112390;112400;866
SPFB.RTS-12.18;1;06.12.2018;14:09:00;112400;112490;112400;112460;734
SPFB.RTS-12.18;1;06.12.2018;14:10:00;112460;112550;112460;112530;930
SPFB.RTS-12.18;1;06.12.2018;14:11:00;112540;112550;112460;112520;752
SPFB.RTS-12.18;1;06.12.2018;14:12:00;112510;112580;112500;112580;684
SPFB.RTS-12.18;1;06.12.2018;14:13:00;112560;112700;112550;112640;2815
SPFB.RTS-12.18;1;06.12.2018;14:14:00;112640;112720;112630;112690;1373
SPFB.RTS-12.18;1;06.12.2018;14:15:00;112690;112760;112680;112690;1112
SPFB.RTS-12.18;1;06.12.2018;14:16:00;112710;112730;112670;112720;508
SPFB.RTS-12.18;1;06.12.2018;14:17:00;112720;112730;112520;112530;1615
SPFB.RTS-12.18;1;06.12.2018;14:18:00;112540;112590;112500;112550;638
SPFB.RTS-12.18;1;06.12.2018;14:19:00;112550;112570;112500;112530;326
SPFB.RTS-12.18;1;06.12.2018;14:20:00;112520;112570;112480;112490;503
SPFB.RTS-12.18;1;06.12.2018;14:21:00;112490;112530;112400;112410;652
SPFB.RTS-12.18;1;06.12.2018;14:22:00;112400;112410;112360;112380;1107
SPFB.RTS-12.18;1;06.12.2018;14:23:00;112370;112460;112370;112430;1088
SPFB.RTS-12.18;1;06.12.2018;14:24:00;112430;112500;112400;112490;661
SPFB.RTS-12.18;1;06.12.2018;14:25:00;112500;112510;112430;112460;533
SPFB.RTS-12.18;1;06.12.2018;14:26:00;112460;112500;112440;112480;394
SPFB.RTS-12.18;1;06.12.2018;14:27:00;112470;112530;112450;112470;592
SPFB.RTS-12.18;1;06.12.2018;14:28:00;112470;112590;112460;112580;559
SPFB.RTS-12.18;1;06.12.2018;14:29:00;112590;112630;112540;112580;517
SPFB.RTS-12.18;1;06.12.2018;14:30:00;112580;112590;112540;112550;324
SPFB.RTS-12.18;1;06.12.2018;14:31:00;112560;112580;112490;112490;403
SPFB.RTS-12.18;1;06.12.2018;14:32:00;112480;112530;112460;112500;382
SPFB.RTS-12.18;1;06.12.2018;14:33:00;112500;112510;112400;112430;545
SPFB.RTS-12.18;1;06.12.2018;14:34:00;112430;112460;112410;112450;339
SPFB.RTS-12.18;1;06.12.2018;14:35:00;112440;112440;112330;112340;554
SPFB.RTS-12.18;1;06.12.2018;14:36:00;112350;112440;112320;112330;922
SPFB.RTS-12.18;1;06.12.2018;14:37:00;112350;112370;112310;112360;367
SPFB.RTS-12.18;1;06.12.2018;14:38:00;112360;112370;112240;112270;714
SPFB.RTS-12.18;1;06.12.2018;14:39:00;112280;112390;112270;112390;583
SPFB.RTS-12.18;1;06.12.2018;14:40:00;112390;112420;112330;112340;514
SPFB.RTS-12.18;1;06.12.2018;14:41:00;112330;112480;112320;112480;436
SPFB.RTS-12.18;1;06.12.2018;14:42:00;112460;112570;112460;112470;622
SPFB.RTS-12.18;1;06.12.2018;14:43:00;112470;112480;112410;112430;214
SPFB.RTS-12.18;1;06.12.2018;14:44:00;112420;112520;112410;112480;397
SPFB.RTS-12.18;1;06.12.2018;14:45:00;112500;112510;112460;112480;224
SPFB.RTS-12.18;1;06.12.2018;14:46:00;112470;112690;112460;112580;1592
SPFB.RTS-12.18;1;06.12.2018;14:47:00;112570;112750;112560;112730;1136
SPFB.RTS-12.18;1;06.12.2018;14:48:00;112730;112790;112660;112740;1490
SPFB.RTS-12.18;1;06.12.2018;14:49:00;112750;112770;112690;112750;506
SPFB.RTS-12.18;1;06.12.2018;14:50:00;112750;112840;112710;112830;1250
SPFB.RTS-12.18;1;06.12.2018;14:51:00;112830;112880;112710;112720;1533
SPFB.RTS-12.18;1;06.12.2018;14:52:00;112720;112760;112700;112700;519
SPFB.RTS-12.18;1;06.12.2018;14:53:00;112710;112720;112660;112670;776
SPFB.RTS-12.18;1;06.12.2018;14:54:00;112670;112680;112640;112650;263
SPFB.RTS-12.18;1;06.12.2018;14:55:00;112660;112680;112640;112660;387
SPFB.RTS-12.18;1;06.12.2018;14:56:00;112660;112720;112620;112690;836
SPFB.RTS-12.18;1;06.12.2018;14:57:00;112700;112700;112650;112660;181
SPFB.RTS-12.18;1;06.12.2018;14:58:00;112670;112680;112630;112640;393
SPFB.RTS-12.18;1;06.12.2018;14:59:00;112650;112650;112580;112580;549
SPFB.RTS-12.18;1;06.12.2018;15:00:00;112580;112660;112540;112650;615
SPFB.RTS-12.18;1;06.12.2018;15:01:00;112640;112670;112550;112560;452
SPFB.RTS-12.18;1;06.12.2018;15:02:00;112580;112590;112510;112540;588
SPFB.RTS-12.18;1;06.12.2018;15:03:00;112540;112560;112480;112520;638
SPFB.RTS-12.18;1;06.12.2018;15:04:00;112510;112510;112390;112500;1006
SPFB.RTS-12.18;1;06.12.2018;15:05:00;112500;112510;112440;112470;219
SPFB.RTS-12.18;1;06.12.2018;15:06:00;112460;112600;112430;112580;523
SPFB.RTS-12.18;1;06.12.2018;15:07:00;112600;112660;112540;112590;619
SPFB.RTS-12.18;1;06.12.2018;15:08:00;112580;112620;112540;112600;610
SPFB.RTS-12.18;1;06.12.2018;15:09:00;112620;112690;112620;112690;514
SPFB.RTS-12.18;1;06.12.2018;15:10:00;112690;112700;112610;112640;191
SPFB.RTS-12.18;1;06.12.2018;15:11:00;112640;112730;112630;112670;576
SPFB.RTS-12.18;1;06.12.2018;15:12:00;112690;112700;112650;112670;320
SPFB.RTS-12.18;1;06.12.2018;15:13:00;112680;112700;112660;112690;223
SPFB.RTS-12.18;1;06.12.2018;15:14:00;112690;112750;112690;112720;943
SPFB.RTS-12.18;1;06.12.2018;15:15:00;112700;112770;112690;112730;519
SPFB.RTS-12.18;1;06.12.2018;15:16:00;112740;112760;112660;112670;891
SPFB.RTS-12.18;1;06.12.2018;15:17:00;112670;112680;112650;112660;355
SPFB.RTS-12.18;1;06.12.2018;15:18:00;112670;112670;112590;112590;604
SPFB.RTS-12.18;1;06.12.2018;15:19:00;112590;112630;112570;112570;538
SPFB.RTS-12.18;1;06.12.2018;15:20:00;112570;112630;112560;112620;250
SPFB.RTS-12.18;1;06.12.2018;15:21:00;112620;112660;112600;112630;701
SPFB.RTS-12.18;1;06.12.2018;15:22:00;112630;112640;112600;112640;229
SPFB.RTS-12.18;1;06.12.2018;15:23:00;112630;112640;112600;112640;114
SPFB.RTS-12.18;1;06.12.2018;15:24:00;112640;112650;112600;112610;316
SPFB.RTS-12.18;1;06.12.2018;15:25:00;112610;112640;112590;112600;328
SPFB.RTS-12.18;1;06.12.2018;15:26:00;112620;112690;112610;112680;257
SPFB.RTS-12.18;1;06.12.2018;15:27:00;112690;112740;112650;112670;449
SPFB.RTS-12.18;1;06.12.2018;15:28:00;112660;112720;112650;112720;134
SPFB.RTS-12.18;1;06.12.2018;15:29:00;112720;112760;112700;112720;927
SPFB.RTS-12.18;1;06.12.2018;15:30:00;112710;112710;112650;112670;266
SPFB.RTS-12.18;1;06.12.2018;15:31:00;112680;112820;112670;112780;850
SPFB.RTS-12.18;1;06.12.2018;15:32:00;112770;112820;112710;112710;570
SPFB.RTS-12.18;1;06.12.2018;15:33:00;112720;112760;112670;112680;697
SPFB.RTS-12.18;1;06.12.2018;15:34:00;112680;112750;112680;112720;244
SPFB.RTS-12.18;1;06.12.2018;15:35:00;112710;112730;112690;112710;212
SPFB.RTS-12.18;1;06.12.2018;15:36:00;112700;112730;112690;112710;184
SPFB.RTS-12.18;1;06.12.2018;15:37:00;112710;112730;112670;112710;374
SPFB.RTS-12.18;1;06.12.2018;15:38:00;112710;112780;112700;112700;458
SPFB.RTS-12.18;1;06.12.2018;15:39:00;112710;112770;112710;112730;192
SPFB.RTS-12.18;1;06.12.2018;15:40:00;112720;112730;112670;112690;256
SPFB.RTS-12.18;1;06.12.2018;15:41:00;112680;112710;112650;112670;366
SPFB.RTS-12.18;1;06.12.2018;15:42:00;112670;112690;112610;112620;947
SPFB.RTS-12.18;1;06.12.2018;15:43:00;112620;112660;112620;112630;264
SPFB.RTS-12.18;1;06.12.2018;15:44:00;112650;112680;112630;112660;180
SPFB.RTS-12.18;1;06.12.2018;15:45:00;112660;112680;112640;112650;200
SPFB.RTS-12.18;1;06.12.2018;15:46:00;112640;112650;112600;112620;255
SPFB.RTS-12.18;1;06.12.2018;15:47:00;112620;112620;112510;112530;1075
SPFB.RTS-12.18;1;06.12.2018;15:48:00;112530;112570;112510;112550;540
SPFB.RTS-12.18;1;06.12.2018;15:49:00;112550;112560;112510;112550;262
SPFB.RTS-12.18;1;06.12.2018;15:50:00;112550;112570;112520;112530;313
SPFB.RTS-12.18;1;06.12.2018;15:51:00;112520;112530;112460;112470;970
SPFB.RTS-12.18;1;06.12.2018;15:52:00;112470;112570;112470;112530;738
SPFB.RTS-12.18;1;06.12.2018;15:53:00;112540;112600;112540;112570;505
SPFB.RTS-12.18;1;06.12.2018;15:54:00;112580;112590;112500;112520;655
SPFB.RTS-12.18;1;06.12.2018;15:55:00;112510;112560;112500;112560;711
SPFB.RTS-12.18;1;06.12.2018;15:56:00;112560;112640;112560;112590;603
SPFB.RTS-12.18;1;06.12.2018;15:57:00;112600;112600;112470;112480;1711
SPFB.RTS-12.18;1;06.12.2018;15:58:00;112470;112490;112400;112400;700
SPFB.RTS-12.18;1;06.12.2018;15:59:00;112400;112450;112310;112360;1824
SPFB.RTS-12.18;1;06.12.2018;16:00:00;112370;112410;112280;112310;910
SPFB.RTS-12.18;1;06.12.2018;16:01:00;112310;112470;112300;112460;1084
SPFB.RTS-12.18;1;06.12.2018;16:02:00;112460;112490;112430;112440;519
SPFB.RTS-12.18;1;06.12.2018;16:03:00;112440;112470;112380;112450;502
SPFB.RTS-12.18;1;06.12.2018;16:04:00;112460;112460;112380;112420;334
SPFB.RTS-12.18;1;06.12.2018;16:05:00;112420;112440;112380;112420;270
SPFB.RTS-12.18;1;06.12.2018;16:06:00;112430;112430;112370;112390;174
SPFB.RTS-12.18;1;06.12.2018;16:07:00;112390;112450;112390;112420;196
SPFB.RTS-12.18;1;06.12.2018;16:08:00;112430;112500;112420;112500;319
SPFB.RTS-12.18;1;06.12.2018;16:09:00;112500;112780;112500;112770;2578
SPFB.RTS-12.18;1;06.12.2018;16:10:00;112780;112830;112750;112790;1656
SPFB.RTS-12.18;1;06.12.2018;16:11:00;112800;112840;112770;112770;680
SPFB.RTS-12.18;1;06.12.2018;16:12:00;112770;112790;112740;112750;676
SPFB.RTS-12.18;1;06.12.2018;16:13:00;112750;112780;112740;112750;202
SPFB.RTS-12.18;1;06.12.2018;16:14:00;112760;112830;112750;112810;376
SPFB.RTS-12.18;1;06.12.2018;16:15:00;112830;112840;112800;112820;412
SPFB.RTS-12.18;1;06.12.2018;16:16:00;112810;112840;112780;112810;551
SPFB.RTS-12.18;1;06.12.2018;16:17:00;112820;112950;112800;112900;1942
SPFB.RTS-12.18;1;06.12.2018;16:18:00;112910;113010;112880;112910;2490
SPFB.RTS-12.18;1;06.12.2018;16:19:00;112910;112980;112900;112910;1038
SPFB.RTS-12.18;1;06.12.2018;16:20:00;112920;112970;112920;112950;1076
SPFB.RTS-12.18;1;06.12.2018;16:21:00;112950;113080;112950;113020;2352
SPFB.RTS-12.18;1;06.12.2018;16:22:00;113020;113030;112960;112980;2030
SPFB.RTS-12.18;1;06.12.2018;16:23:00;112970;113030;112970;113010;876
SPFB.RTS-12.18;1;06.12.2018;16:24:00;113010;113030;112970;112980;315
SPFB.RTS-12.18;1;06.12.2018;16:25:00;112990;113000;112950;112950;469
SPFB.RTS-12.18;1;06.12.2018;16:26:00;112960;113010;112950;112980;558
SPFB.RTS-12.18;1;06.12.2018;16:27:00;112980;113020;112970;113000;324
SPFB.RTS-12.18;1;06.12.2018;16:28:00;113000;113000;112950;112970;538
SPFB.RTS-12.18;1;06.12.2018;16:29:00;112980;112990;112960;112980;177
SPFB.RTS-12.18;1;06.12.2018;16:30:00;112970;113030;112950;113000;879
SPFB.RTS-12.18;1;06.12.2018;16:31:00;113010;113050;112980;112990;557
SPFB.RTS-12.18;1;06.12.2018;16:32:00;112980;113000;112950;113000;576
SPFB.RTS-12.18;1;06.12.2018;16:33:00;113000;113000;112910;112930;704
SPFB.RTS-12.18;1;06.12.2018;16:34:00;112920;112950;112870;112890;787
SPFB.RTS-12.18;1;06.12.2018;16:35:00;112880;112930;112880;112910;427
SPFB.RTS-12.18;1;06.12.2018;16:36:00;112910;112910;112760;112770;1878
SPFB.RTS-12.18;1;06.12.2018;16:37:00;112780;112950;112770;112920;815
SPFB.RTS-12.18;1;06.12.2018;16:38:00;112910;112910;112860;112880;505
SPFB.RTS-12.18;1;06.12.2018;16:39:00;112880;112970;112880;112970;580
SPFB.RTS-12.18;1;06.12.2018;16:40:00;112960;112970;112910;112960;335
SPFB.RTS-12.18;1;06.12.2018;16:41:00;112950;112970;112930;112940;312
SPFB.RTS-12.18;1;06.12.2018;16:42:00;112940;112940;112890;112900;555
SPFB.RTS-12.18;1;06.12.2018;16:43:00;112900;112920;112850;112870;697
SPFB.RTS-12.18;1;06.12.2018;16:44:00;112860;112910;112840;112850;749
SPFB.RTS-12.18;1;06.12.2018;16:45:00;112850;112900;112850;112890;425
SPFB.RTS-12.18;1;06.12.2018;16:46:00;112890;112910;112850;112880;374
SPFB.RTS-12.18;1;06.12.2018;16:47:00;112870;112960;112860;112930;1012
SPFB.RTS-12.18;1;06.12.2018;16:48:00;112930;112990;112910;112940;513
SPFB.RTS-12.18;1;06.12.2018;16:49:00;112940;112980;112900;112910;373
SPFB.RTS-12.18;1;06.12.2018;16:50:00;112920;112930;112800;112800;1090
SPFB.RTS-12.18;1;06.12.2018;16:51:00;112810;112840;112800;112830;372
SPFB.RTS-12.18;1;06.12.2018;16:52:00;112850;112940;112810;112920;758
SPFB.RTS-12.18;1;06.12.2018;16:53:00;112910;112940;112880;112900;539
SPFB.RTS-12.18;1;06.12.2018;16:54:00;112890;112930;112880;112930;298
SPFB.RTS-12.18;1;06.12.2018;16:55:00;112920;112940;112870;112890;279
SPFB.RTS-12.18;1;06.12.2018;16:56:00;112890;112900;112800;112800;585
SPFB.RTS-12.18;1;06.12.2018;16:57:00;112800;112820;112720;112750;1064
SPFB.RTS-12.18;1;06.12.2018;16:58:00;112750;112790;112710;112750;646
SPFB.RTS-12.18;1;06.12.2018;16:59:00;112750;112770;112620;112630;1210
SPFB.RTS-12.18;1;06.12.2018;17:00:00;112640;112670;112570;112620;769
SPFB.RTS-12.18;1;06.12.2018;17:01:00;112610;112690;112560;112640;810
SPFB.RTS-12.18;1;06.12.2018;17:02:00;112630;112670;112600;112670;547
SPFB.RTS-12.18;1;06.12.2018;17:03:00;112660;112720;112660;112680;649
SPFB.RTS-12.18;1;06.12.2018;17:04:00;112680;112780;112680;112770;461
SPFB.RTS-12.18;1;06.12.2018;17:05:00;112770;112790;112720;112750;894
SPFB.RTS-12.18;1;06.12.2018;17:06:00;112760;112870;112750;112810;813
SPFB.RTS-12.18;1;06.12.2018;17:07:00;112810;112820;112660;112740;1000
SPFB.RTS-12.18;1;06.12.2018;17:08:00;112750;112810;112730;112810;323
SPFB.RTS-12.18;1;06.12.2018;17:09:00;112800;112950;112800;112920;2192
SPFB.RTS-12.18;1;06.12.2018;17:10:00;112920;112940;112900;112920;777
SPFB.RTS-12.18;1;06.12.2018;17:11:00;112930;112970;112910;112930;717
SPFB.RTS-12.18;1;06.12.2018;17:12:00;112930;112950;112880;112950;613
SPFB.RTS-12.18;1;06.12.2018;17:13:00;112950;112980;112920;112970;420
SPFB.RTS-12.18;1;06.12.2018;17:14:00;112980;113050;112960;112970;889
SPFB.RTS-12.18;1;06.12.2018;17:15:00;112970;112990;112920;112930;390
SPFB.RTS-12.18;1;06.12.2018;17:16:00;112940;112980;112920;112980;347
SPFB.RTS-12.18;1;06.12.2018;17:17:00;112980;113030;112960;113020;783
SPFB.RTS-12.18;1;06.12.2018;17:18:00;113010;113030;112910;112920;564
SPFB.RTS-12.18;1;06.12.2018;17:19:00;112920;112940;112800;112860;1145
SPFB.RTS-12.18;1;06.12.2018;17:20:00;112860;112880;112810;112810;464
SPFB.RTS-12.18;1;06.12.2018;17:21:00;112810;112970;112810;112950;627
SPFB.RTS-12.18;1;06.12.2018;17:22:00;112960;112980;112910;112910;235
SPFB.RTS-12.18;1;06.12.2018;17:23:00;112920;112970;112920;112930;205
SPFB.RTS-12.18;1;06.12.2018;17:24:00;112950;112990;112950;112980;318
SPFB.RTS-12.18;1;06.12.2018;17:25:00;112980;112990;112950;112970;202
SPFB.RTS-12.18;1;06.12.2018;17:26:00;112960;112980;112910;112970;872
SPFB.RTS-12.18;1;06.12.2018;17:27:00;112980;113010;112960;112990;727
SPFB.RTS-12.18;1;06.12.2018;17:28:00;112990;113000;112890;112890;1244
SPFB.RTS-12.18;1;06.12.2018;17:29:00;112890;112910;112850;112860;389
SPFB.RTS-12.18;1;06.12.2018;17:30:00;112850;112870;112810;112830;462
SPFB.RTS-12.18;1;06.12.2018;17:31:00;112830;112910;112720;112790;2364
SPFB.RTS-12.18;1;06.12.2018;17:32:00;112790;112900;112750;112880;2470
SPFB.RTS-12.18;1;06.12.2018;17:33:00;112870;112890;112810;112880;570
SPFB.RTS-12.18;1;06.12.2018;17:34:00;112880;112930;112810;112810;641
SPFB.RTS-12.18;1;06.12.2018;17:35:00;112820;112910;112810;112870;1170
SPFB.RTS-12.18;1;06.12.2018;17:36:00;112870;112980;112870;112960;1054
SPFB.RTS-12.18;1;06.12.2018;17:37:00;112980;113180;112940;113120;4121
SPFB.RTS-12.18;1;06.12.2018;17:38:00;113130;113210;113090;113150;2141
SPFB.RTS-12.18;1;06.12.2018;17:39:00;113150;113270;113140;113230;2334
SPFB.RTS-12.18;1;06.12.2018;17:40:00;113230;113310;113220;113290;3705
SPFB.RTS-12.18;1;06.12.2018;17:41:00;113290;113320;113120;113190;2118
SPFB.RTS-12.18;1;06.12.2018;17:42:00;113200;113330;113200;113280;1406
SPFB.RTS-12.18;1;06.12.2018;17:43:00;113280;113280;113120;113130;1127
SPFB.RTS-12.18;1;06.12.2018;17:44:00;113130;113270;113110;113250;1112
SPFB.RTS-12.18;1;06.12.2018;17:45:00;113240;113260;113130;113230;757
SPFB.RTS-12.18;1;06.12.2018;17:46:00;113210;113260;113130;113170;1191
SPFB.RTS-12.18;1;06.12.2018;17:47:00;113170;113240;113110;113140;1041
SPFB.RTS-12.18;1;06.12.2018;17:48:00;113130;113170;113060;113090;1253
SPFB.RTS-12.18;1;06.12.2018;17:49:00;113070;113130;112940;113020;1157
SPFB.RTS-12.18;1;06.12.2018;17:50:00;113030;113040;112930;112960;742
SPFB.RTS-12.18;1;06.12.2018;17:51:00;112970;112990;112850;112930;1137
SPFB.RTS-12.18;1;06.12.2018;17:52:00;112920;113010;112910;113010;895
SPFB.RTS-12.18;1;06.12.2018;17:53:00;113010;113010;112830;112880;870
SPFB.RTS-12.18;1;06.12.2018;17:54:00;112890;112920;112830;112890;652
SPFB.RTS-12.18;1;06.12.2018;17:55:00;112880;112890;112800;112820;2075
SPFB.RTS-12.18;1;06.12.2018;17:56:00;112830;112910;112810;112880;886
